Prompt_ID,LeetCode_Link,date_of_first_published_solution,Original_Java_Snippet,Java_link,Original_Python_Snippet,Python_link,Original_C++_Snippet,C++_link,
min_cost_covert_str,https://leetcode.com/problems/minimum-cost-to-convert-string-i/,12-23-2023,"class Solution {
    public long minimumCost(String s, String t, char[] o, char[] c, int[] cost) {
        long[][] g = new long[26][26];
        
        for(int i = 0; i < o.length; i++){
            if(g[o[i]-'a'][c[i]-'a'] > 0)
                g[o[i]-'a'][c[i]-'a'] = Math.min(g[o[i]-'a'][c[i]-'a'], cost[i]);
            else
                g[o[i]-'a'][c[i]-'a'] = cost[i];
        }
        // System.out.println(g[2][1]);
        // System.out.println(g[2][4]);
        // System.out.println(g[4][1]);
        
        for(int k = 0; k < 26; k++){
            for(int i = 0; i < 26; i++)
                for(int j = 0; j < 26; j++){
                    // if(i == 2 && j == 1 && k == 4)
                    //     System.out.println(i +"" ""+ j + "" ""+k + ""  g[i][k]=""+g[i][k] +"" g[k][i]=""+g[k][i]);
                    if(g[i][k] > 0 && g[k][j] > 0){
                        
                        if(g[i][j] == 0 || g[i][j] > g[i][k] + g[k][j]){
                            
                            g[i][j] = g[i][k] + g[k][j];
                        }
                    }
                }
        }

        long ans = 0;
        
        for(int i = 0; i < s.length(); i++){
            char sc = s.charAt(i);
            char tc = t.charAt(i);
            
            int isc = sc - 'a';
            int itc = tc - 'a';
            
            if(isc != itc){
                if(g[isc][itc] > 0){
                    ans += g[isc][itc];
                }
                else
                    return -1;
            }
        }
        
        return ans;
    }
}",https://leetcode.com/problems/minimum-cost-to-convert-string-i/solutions/4449493/super-easy-explain-floyd-warshall/,"class Solution(object):
    def minimumCost(self, source, target, original, changed, cost):
        """"""
        :type source: str
        :type target: str
        :type original: List[str]
        :type changed: List[str]
        :type cost: List[int]
        :rtype: int
        """"""
    
        A = [[float('inf') for i in range(26)] for j in range(26)]
        
        for i in range(len(original)):
            a, b = original[i], changed[i]
            a, b = ord(a) - ord('a'), ord(b) - ord('a')
            A[a][b] = min(A[a][b], cost[i])
        for k in range(26):
            for i in range(26):
                for j in range(26):
                    if A[i][j] > A[i][k] + A[k][j]:
                        A[i][j] = A[i][k] + A[k][j]
        res = 0
        for i in range(len(source)):
            if source[i] != target[i]:
                a, b = source[i], target[i]
                a, b = ord(a) - ord('a'), ord(b) - ord('a')
                if A[a][b] == float('inf'): return -1
                res += A[a][b]
                
        return res",https://leetcode.com/problems/minimum-cost-to-convert-string-i/solutions/4449495/floyd-algorithm/,"typedef pair<int,int> pii;

class Solution {
public:
    long long minimumCost(string source, string target, vector<char>& O, vector<char>& C, vector<int>& cost) {
        vector<vector<pii>> adj(26);
        for (int i = 0; i < O.size(); i++) {
            adj[O[i]-'a'].push_back({C[i]-'a', cost[i]});
        }
        
        vector<vector<int>> memo(26, vector<int>(26, -1));
        
        function<int(int,int)> dijkstra = [&](int s, int e) {
            if (memo[s][e] != -1) return memo[s][e];
            
            int n = adj.size();
            vector<int> dist(n, INT_MAX);
            dist[s] = 0;

            priority_queue<pii, vector<pii>, greater<pii>> minq;
            minq.push({0, s});

            int u, v, w;
            while (!minq.empty()) {
                auto p = minq.top(); minq.pop();
                u = p.second;

                if (dist[u] < p.first)
                    continue;

                if (u == e)
                    return memo[s][e] = p.first;

                for (auto& node: adj[u]) {
                    v = node.first, w = node.second;
                    if (dist[v] > dist[u] + w) {
                        dist[v] = dist[u] + w;
                        minq.push({dist[v], v});
                    }
                }
            }
            return memo[s][e] = (dist[e] == INT_MAX ? -2 : dist[e]);
        };
        
        long long res = 0;
        for (int i = 0; i < source.size(); i++) {
            if (source[i] != target[i]) {
                int c = dijkstra(source[i]-'a', target[i]-'a');
                if (c < 0) return -1;
                res += c;
            }
        }
        return res;
    }
};",https://leetcode.com/problems/minimum-cost-to-convert-string-i/solutions/4449496/c-shortest-path-dijkstra/,
min_len_ops,https://leetcode.com/problems/minimize-length-of-array-using-operations/,01-20-2024,"class Solution {
     private int gcd(int A,int B) {
        while (B!=0) {
            int temp=B;
            B=A%B;
            A=temp;
        }
        return A;
    }
    public int minimumArrayLength(int[] nums) {
        Arrays.sort(nums);
        int G=nums[0];
        for (int i=1;i<nums.length;i++) {
            G=gcd(G,nums[i]);
        }
        int count=0;
        for (int i=0;i<nums.length;i++){
            if (nums[i]==G)
                count++;
        }
        return Math.max(1,(count+1)/2);
    }
}",https://leetcode.com/problems/minimize-length-of-array-using-operations/solutions/4598313/biweekly-contest-122-java-easy-approach/,"class Solution:
    def minimumArrayLength(self, nums: List[int]) -> int:
        nums.sort()
        
        cnt = 1
        for num in nums[1:]:
            if num == nums[0]: cnt += 1
            else: 
                if num % nums[0] != 0: return 1
        return (cnt+1)//2",https://leetcode.com/problems/minimize-length-of-array-using-operations/solutions/4598266/python-10-line-code/,"class Solution {
public:
    int minimumArrayLength(vector<int>& nums) {
        int mx = INT_MIN, mn = INT_MAX, res = 0;
        for(auto& a: nums) 
            mx = max(mx, a), mn = min(mn, a);
        for(auto& a: nums)
            if(a == mn) res++;
            else if(a % mn != 0) return 1;
        return (res+1)/2;
    }
};",https://leetcode.com/problems/minimize-length-of-array-using-operations/solutions/4598273/easy-and-clean-o-n-c-solution/,
min_moves_queen,https://leetcode.com/problems/minimum-moves-to-capture-the-queen/,01-06-2024,"class Solution {
    public int minMovesToCaptureTheQueen(int a, int b, int c, int d, int e, int f) {
        int rookXPosition = a;
        int rookYPosition = b;
        int bishopXPosition = c;
        int bishopYPosition = d; 
        int queenXPosition = e;
        int queenYPosition = f;
        
        int result = 2;
                
        int tempRookXPosition = rookXPosition;
        int tempRookYPosition = rookYPosition;
        
        while (tempRookXPosition <= 8) {
            if (tempRookXPosition == bishopXPosition && tempRookYPosition == bishopYPosition) {
                break;
            }
            if (tempRookXPosition == queenXPosition && tempRookYPosition == queenYPosition) {
                result = Math.min(result, 1);
            }
            tempRookXPosition++;
        }
        
        tempRookXPosition = rookXPosition;
        tempRookYPosition = rookYPosition;
        
        while (tempRookXPosition >= 1) {
            if (tempRookXPosition == bishopXPosition && tempRookYPosition == bishopYPosition) {
                break;
            }
            if (tempRookXPosition == queenXPosition && tempRookYPosition == queenYPosition) {
                result = Math.min(result, 1);
            }
            tempRookXPosition--;
        }
                
        tempRookXPosition = rookXPosition;
        tempRookYPosition = rookYPosition;
        
        while (tempRookYPosition <= 8) {
            if (tempRookXPosition == bishopXPosition && tempRookYPosition == bishopYPosition) {
                break;
            }
            if (tempRookXPosition == queenXPosition && tempRookYPosition == queenYPosition) {
                result = Math.min(result, 1);
            }
            tempRookYPosition++;
        }
        
        tempRookXPosition = rookXPosition;
        tempRookYPosition = rookYPosition;
        
        while (tempRookYPosition >= 1) {
            if (tempRookXPosition == bishopXPosition && tempRookYPosition == bishopYPosition) {
                break;
            }
            if (tempRookXPosition == queenXPosition && tempRookYPosition == queenYPosition) {
                result = Math.min(result, 1);
            }
            tempRookYPosition--;
        }
        
        int tempBishopXPosition = bishopXPosition;
        int tempBishopYPosition = bishopYPosition;
        
        while (tempBishopXPosition >= 1 || tempBishopYPosition >= 1) {
            if (tempBishopXPosition == rookXPosition && tempBishopYPosition == rookYPosition) {
                break;
            }
            if (tempBishopXPosition == queenXPosition && tempBishopYPosition == queenYPosition) {
                result = Math.min(result, 1);
            }
            tempBishopXPosition--;
            tempBishopYPosition--;
        }  
        
        tempBishopXPosition = bishopXPosition;
        tempBishopYPosition = bishopYPosition;
        
        while (tempBishopXPosition <= 8 || tempBishopYPosition <= 8) {
            if (tempBishopXPosition == rookXPosition && tempBishopYPosition == rookYPosition) {
                break;
            }
            if (tempBishopXPosition == queenXPosition && tempBishopYPosition == queenYPosition) {
                result = Math.min(result, 1);
            }
            tempBishopXPosition++;
            tempBishopYPosition++;
        } 
        
        tempBishopXPosition = bishopXPosition;
        tempBishopYPosition = bishopYPosition;
        
        while (tempBishopXPosition >= 1 || tempBishopYPosition <= 8) {
            if (tempBishopXPosition == rookXPosition && tempBishopYPosition == rookYPosition) {
                break;
            }
            if (tempBishopXPosition == queenXPosition && tempBishopYPosition == queenYPosition) {
                result = Math.min(result, 1);
            }
            tempBishopXPosition--;
            tempBishopYPosition++;
        }  
        
        tempBishopXPosition = bishopXPosition;
        tempBishopYPosition = bishopYPosition;
        
        while (tempBishopXPosition <= 8 || tempBishopYPosition >= 1) {
            if (tempBishopXPosition == rookXPosition && tempBishopYPosition == rookYPosition) {
                break;
            }
            if (tempBishopXPosition == queenXPosition && tempBishopYPosition == queenYPosition) {
                result = Math.min(result, 1);
            }
            tempBishopXPosition++;
            tempBishopYPosition--;
        } 
        
        return result;
    }
}",https://leetcode.com/problems/minimum-moves-to-capture-the-queen/solutions/4520683/java-solution/,"class Solution:
    def minMovesToCaptureTheQueen(self, a: int, b: int, c: int, d: int, e: int, f: int) -> int:
        wb = (2 - int(c-d==e-f) - int(c+d==e+f)) if (c+d)%2==(e+f)%2 else 10000
        wr = 2 - int(a==e) - int(b==f)
        if (a==c and c==e and min(b, f) < d < max(b, f)) or (b==d and d==f and min(a, e) < c < max(a, e)):
            wr += 1
        if (a+b==c+d and a+b==e+f and min(c, e) < a < max(c, e)) or (a-b==c-d and a-b==e-f and min(c, e) < a < max(c, e)):
            wb += 1
        return min(wb, wr)",https://leetcode.com/problems/minimum-moves-to-capture-the-queen/solutions/4520673/simple-solution-math/,"class Solution {
public:
    int minMovesToCaptureTheQueen(int a, int b, int c, int d, int e, int f) {
        // (a,b)
        // (c,d)
        // (e,f)
        int rook = 2, bishop = 2;
        if (a == e || b == f) { // rook: is inline
            // BlockingCase1
            if (a == e and c == a) {
                if (b < d and d < f) return 2;
                if (b > d and d > f) return 2;
            }
            else if (b == f and d == b) {
                if (a < c and c < e) return 2;
                if (a > c and c > e) return 2;
            } 
            rook = 1;
        }
        if (abs(c-e) == abs(d-f)) { // bishop: is diagonal
            // BlockingCase2
            if (abs(a-c) == abs(b-d)) {
                if (c < a and a < e) { 
                    if (d < b and b < f) return 2;
                    if (d > b and b > f) return 2;
                }
                if (c > a and a > e) {
                    if (d < b and b < f) return 2;
                    if (d > b and b > f) return 2;
                }
            }
            bishop = 1;
        }
        return min(rook, bishop);
    }
}",https://leetcode.com/problems/minimum-moves-to-capture-the-queen/solutions/4520687/o-1-explanation-with-the-graphs/,
min_num_x_and_y,https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/,01-06-2024,"class Solution {
  public int minimumOperationsToMakeEqual(int x, int y) {
    if (x <= y) {
      return y - x;
    }
    Set<Integer> seen = new HashSet<>();
    seen.add(x);
    Queue<Integer> queue = new ArrayDeque<>();
    queue.add(x);
    int depth = 0;
    while (!queue.isEmpty()) {
      for (int i = queue.size(); i > 0; i--) {
        int p = queue.poll();
        if (p == y) {
          return depth;
        }

        if (seen.add(p + 1)) {
          queue.offer(p + 1);
        }

        if (seen.add(p - 1) && p - 1 > 0) {
          queue.offer(p - 1);
        }

        if (p % 5 == 0 && seen.add(p / 5)) {
          queue.offer(p / 5);
        }

        if (p % 11 == 0 && seen.add(p / 11)) {
          queue.offer(p / 11);
        }
      }
      depth++;
    }

    return -1;
  }
}",https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/solutions/4518277/simple-bfs-solution/,"class Solution:
    def minimumOperationsToMakeEqual(self, x: int, y: int) -> int:
        def moves(a):
            ans=[a+1,a-1]
            if a%11==0:
                ans.append(a//11)
            if a%5==0:
                ans.append(a//5)
            return ans
                
        def dijkstras_10(start):
            h = deque([(0,start)])
            dist = {start: 0}

            while h:
                cost, cur = h.popleft()
                if cur==y:
                    return cost
                for val in moves(cur):
                    if val not in dist or dist[val] > cost + 1:
                        dist[val] = cost+1
                        h.append((cost+1,val))
            return dist
      
        return dijkstras_10(x)",https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/solutions/4518267/bfs-dijkstras-python3/,"class Solution {
public:
    int minimumOperationsToMakeEqual(int x, int y) {
        if(y>x) return y-x;   
        queue<pair<int,int>>q;
        unordered_set<int>st;
        st.insert(x);
        q.push({x,0});
        while(q.size()){
            int curr=q.front().first;
            int dis=q.front().second;
            int t;
            q.pop();
            if(curr==y) return dis;
            if(curr>1e4 || curr<0) continue; 
            if(curr%11==0){
                if(st.find(curr/11)==st.end()) {
                    q.push({curr/11,dis+1});
                    st.insert(curr/11);
                }
            }
            if(curr%5==0){
                if(st.find(curr/5)==st.end()) {
                    st.insert(curr/5);
                    q.push({curr/5,dis+1});
                }
            }
            if(st.find(curr+1)==st.end()) {
                q.push({curr+1,dis+1});
                st.insert(curr+1);
            }
            if(st.find(curr-1)==st.end()) {
                q.push({curr-1,dis+1});
                st.insert(curr-1);
            }
        }
        return -1;
    }
};",https://leetcode.com/problems/minimum-number-of-operations-to-make-x-and-y-equal/solutions/4518261/simple-bfs/,
min_pushes,https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/,01-20-2024,"class Solution {
  public int minimumPushes(String word) {
    int[] count = new int[26];
    for (char c : word.toCharArray()) {
      count[c - 'a']++;
    }

    int push = 0;
    Arrays.sort(count);
    for (int i = 0; i < 26; i++) {
      push += count[25 - i] * (i / 8 + 1);
    }

    return push;
  }
}",https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/solutions/4600579/one-loop-with-greedy/,"class Solution:
    def minimumPushes(self, word: str) -> int:
        count = 1 
        d = {}
        g = Counter(word)
        count1 = 0
        l = sorted(g.items(),key = lambda x:x[1])
        l = l[::-1]
        for i in range(len(l)):
            if count<9:
                d[l[i][0]] = 1
                count+=1
            elif count<17:
                d[l[i][0]] = 2
                count+=1
            elif count <25:
                d[l[i][0]]=3
                count+=1
            else:
                d[l[i][0]] = 4
                count+=1
        for i in word:
            count1+= d[i]
        return count1
            ",https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/solutions/4600614/easy-python-greedy-solution/,"class Solution {
public:
    int minimumPushes(string s) {
        map<int,int>m;
        for(int i = 0; i < (int)s.size(); i++) {
            m[s[i]]++;
        }
        vector<int>arr;
        for(auto it = m.begin(); it != m.end(); it++) {
            arr.push_back(it->second);
        }
        sort(arr.rbegin(),arr.rend());
        int p = 1,cnt = 0,ans = 0;
        for(int i = 0; i < arr.size(); i++) {
            if(cnt <= 8) {
                ans += (p * arr[i]);
                cnt += 1;
            }
            if(cnt == 8) {
                cnt = 0;
                p += 1;
            }
        }
        return ans;
    }
};",https://leetcode.com/problems/minimum-number-of-pushes-to-type-word-ii/solutions/4600585/easy-to-understand-sorting-c-solution/,
min_time_revert,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/,02-03-2024,"class Solution {
    public int minimumTimeToInitialState(String word, int k) {
        int result = 1;
        for (int i = k; i < word.length(); i = i + k) {
            if (word.startsWith(word.substring(i))) {
                break;
            }
            result++;
        }
        return result;
    }
}",https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/solutions/4673960/java-solution/,"class Solution:
    def minimumTimeToInitialState(self, word: str, k: int) -> int:
        count = 0
        for i in range(0,len(word),k):
            a = word[i:]
            if a==word[:len(a)] and count!=0:
                break
            count+=1
        return (count)",https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/solutions/4673980/easy-python-solution/,"int minimumTimeToInitialState(string word, int k) {
    int n = word.size();
    vector<int> z(n);
    z[0] = n;
    for (int i = 1, l = 0, r = 0; i < n; i++) {
        if (i <= r)
            z[i] = min(z[i - l], r - i + 1);
        for (int &j = z[i]; i + j < n && word[j] == word[i + j]; j++);
        if (i % k == 0 && z[i] == n - i)
            return i / k;
        if (z[i] > r - i + 1)
            l = i, r = i + z[i] - 1;
    }
    return (n + k - 1) / k;
}",https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/solutions/4673964/z-function-o-n-c/,
min_XOR,https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/,01-06-2024,"class Solution {
  public int minOperations(int[] nums, int k) {
    int mask = 0;
    for (int num : nums) {
      mask ^= num;
    }

    return Integer.bitCount(mask ^ k);
  }
}",https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/solutions/4518262/bit-count-of-xor-number/,"class Solution:
    def minOperations(self, nums: List[int], k: int) -> int:
        
        xor_all=0
        for num in nums:
            xor_all^=num

        target_xor = xor_all^k
        total_flips = 0

        while target_xor >0:
            if target_xor&1== 1:
                total_flips+= 1
            target_xor >>=1

        return total_flips",https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/solutions/4518290/python-accepted/,"class Solution {
public:
    int minOperations(vector<int>& nums, int k) {
        int n=nums.size();
        int ans=0;
        for(int i=0;i<32;i++){
            int onecnt=0;
            for(int j=0;j<n;j++){
                if(nums[j]&(1<<i))onecnt++;
            }
            int reqbit=k&(1<<i);
            if(reqbit==0){
                if(onecnt%2)ans++;
                //  if req bit is 0 and 1cnt is odd means we need to change 1 bit
            }
            else{
                if(onecnt%2==0)ans++;
                //  if req bit is 1 and 1cnt is even means we need to change 1 bit
            }
        }
        return ans;
    }
};",https://leetcode.com/problems/minimum-number-of-operations-to-make-array-xor-equal-to-k/solutions/4518266/count-the-set-bits-at-every-position/,
num_subarrays_patterns,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/,01-10-2024,"class Solution {
    public int countMatchingSubarrays(int[] nums, int[] pattern) {
        if (nums.length <= pattern.length) return -1;
        int cnt = 0;
        
        for (int i = 0; i < nums.length; i++) {
            int flag = 0;
            
            for (int j = 0; j < pattern.length; j++) {
                if ((nums.length - i) <= pattern.length) {
                    flag = 1;
                    break;
                }
                if (pattern[j] == 1) {
                    if (nums[i+j+1] <= nums[i+j]) {
                        flag = 1;
                        break;
                    }
                }
                if (pattern[j] == 0) {
                    if (nums[i+j+1] != nums[i+j]) {
                        flag = 1;
                        break;
                    }
                }
                if (pattern[j] == -1) {
                    if (nums[i+j+1] >= nums[i+j]) {
                        flag = 1;
                        break;
                    }
                }
            }
            
            if (flag == 0) cnt ++;
        }
        
        return cnt;
    }
}",https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/solutions/4708755/java-simple-solution/,"class Solution:
    def countMatchingSubarrays(self, nums: List[int], pattern: List[int]) -> int:
        ans=0
        for i in range(len(nums)-len(pattern)):
            j=i+1
            fl=0
            for k in range(len(pattern)):
                # print(k)
                if(pattern[k]==0):
                    if(nums[j]-nums[j-1]!=0):
                        fl=1
                        break
                elif(pattern[k]==1):
                    if(nums[j]-nums[j-1]<=0):
                        fl=2
                        break
                else:
                    if(nums[j]-nums[j-1]>=0):
                        fl=3
                        break
                j+=1
            # print(i,fl)
            if(fl==0):
                ans+=1
        return ans",https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/solutions/4708778/do-as-asked-easy-to-understand-solution/,"char sign(int i) {
    return i > 0 ? '+' : i < 0 ? '-' : '0';
}

int countMatchingSubarrays(vector<int>& nums, vector<int>& pattern) {
    string s, p;
    for (int i = 1; i < nums.size(); i++)
        s += sign(nums[i] - nums[i - 1]);
    for (int i : pattern)
        p += sign(i);
    return kmp_search(s, p, kmp_table(p)).size();
}",https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-i/solutions/4708770/concise-kmp-o-n-solution-c/,
place_people,https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/,02-03-2024,"class Solution {
    public int numberOfPairs(int[][] points) {
        int maxi = 0;
        for(int i=0;i<points.length;i++)
        {
            for(int j=0;j<points.length;j++)
            {
                if(i==j || points[i][0]>points[j][0] || points[i][1]<points[j][1])
                {
                    continue;
                }
                int k = 0;
                for(;k<points.length;k++)
                {
                    if(k==i || k==j)
                    {
                        continue;
                    }
                    if(points[k][1] <= points[i][1] && points[k][1] >= points[j][1] && points[k][0] <= points[j][0] && points[k][0] >= points[i][0]) {
                        break;
                    }
                }
                if(k==points.length)
                {
                    maxi++;
                }
            }
        }
        return maxi;
    }
}",https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/solutions/4671687/simple-java-solution/,"class Solution:
    def numberOfPairs(self, points: List[List[int]]) -> int:
        ans = 0
        for i in range(len(points)):
            x1, y1 = points[i]
            for j in range(len(points)):
                if i == j: continue
                x2, y2 = points[j]
                if x1 >= x2 and y1 <= y2:
                    for k, p in enumerate(points):
                        if k == i or k == j: continue
                        if x1 >= p[0] >= x2 and y1 <= p[1] <= y2:
                            ans -= 1
                            break
                    ans += 1
        return ans",https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/solutions/4671685/brute-force/,"class Solution {
public:
    int numberOfPairs(vector<vector<int>>& points) {
        int res=0;
        sort(points.begin(), points.end());
        for(int i=0 ; i<points.size() ; ++i) {
            for(int j=i+1 ; j<points.size() ; ++j) {
                
                int x1=points[i][0], y1=points[i][1];
                int x2=points[j][0], y2=points[j][1];
                
                if(x1<=x2 && y1>=y2) {}
                else if(x1>=x2 && y1<=y2) {
                    swap(x1,x2), swap(y1,y2);
                }
                else continue;
                
                bool flag=true;
                for(int k=0 ; k<points.size() ; ++k) {
                    
                    if(k==i || k==j) continue;
                    
                    int midx=points[k][0], midy=points[k][1];
                    
                    if(x1<=midx && x2>=midx && y2<=midy && y1>=midy) {
                        flag=false;
                        break;
                    }
                    
                }
                if(flag) {
                    res++;
                }
            }
        }
        return res;
    }
};",https://leetcode.com/problems/find-the-number-of-ways-to-place-people-i/solutions/4671706/easy-to-understand-sorting-brute-force/,
subarrays_atleast_ktimes,https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/,12-09-2023,"class Solution {
  public long countSubarrays(int[] nums, int k) {
    final int n = nums.length;
    int max = 0;
    for (int num : nums) {
      max = Math.max(max, num);
    }

    long count = 0;
    // frequency ==> index
    Map<Integer, Integer> seen = new HashMap<>();
    for (int i = 0, current = 0; i < n; i++) {
      if (nums[i] == max) {
        current++;
        seen.put(current, i);
      }
      if (current >= k) {
        // number of subarray end with nums[i]
        count += seen.get(current - k + 1) + 1;
      }
    }

    return count;
  }
}",https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/solutions/4384349/simple-slide-window/,"class Solution:
    def countSubarrays(self, nums: List[int], k: int) -> int:
        maxnum = max(nums)
        n = len(nums)
        g = defaultdict(int)
        
        right = 0
        left = 0
        target = k
        total = 0
        ans = 0
        count =  ( 1 + n ) * n // 2
        
            
        
        while right < n:
            g[nums[right]] += 1
            
            while g[maxnum] >= target and left <= right:
                g[nums[left]] -= 1
                left += 1
            
            ans += (right - left + 1)
            right += 1
        
        return count - ans
        ",https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/solutions/4384387/python-all-combination-number-at-last-k-1-times-number-to-get-answer-time-complexity-o-n/,"class Solution {
public:
    long long f(const vector<int>& arr, int target, int k) {
        long long n=arr.size(),ans=0,cnt=0,left=0;
        for (long long right=0;right<n;right++){
            if (arr[right] == target)cnt++;
            while(cnt>=k){
                ans+=(n-right);
                if(arr[left]==target) cnt--;
                left++;
            }
        }
        return ans;
    }
    long long countSubarrays(vector<int>& nums, int k) {
        int maxi=*max_element(nums.begin(),nums.end());
        return f(nums,maxi,k);
    }
};",https://leetcode.com/problems/count-subarrays-where-max-element-appears-at-least-k-times/solutions/4384356/c-o-n-sliding-window/,
